,name,accuracy,effect_chance,pp,priority,power,damage_class,effect_text,target,type
414,switcheroo,100,NaN,10,0,,status,"User and target permanently swap held items.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky hold, this move will fail.

If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",selected-pokemon,dark
415,giga-impact,90,NaN,5,0,150,physical,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",selected-pokemon,normal
416,nasty-plot,,NaN,20,0,,status,Raises the user's Special Attack by two stages.,user,dark
417,bullet-punch,100,NaN,30,1,40,physical,Inflicts regular damage.,selected-pokemon,steel
418,avalanche,100,NaN,10,-4,60,physical,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain split does not count as damaging the user.",selected-pokemon,ice
419,ice-shard,100,NaN,30,1,40,physical,Inflicts regular damage.,selected-pokemon,ice
420,shadow-claw,100,NaN,15,0,70,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,selected-pokemon,ghost
421,thunder-fang,95,10,15,0,65,physical,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target and a separate $effect_chance% chance to make the target flinch.,selected-pokemon,electric
422,ice-fang,95,10,15,0,65,physical,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target and a separate $effect_chance% chance to make the target flinch.,selected-pokemon,ice
423,fire-fang,95,10,15,0,65,physical,Inflicts regular damage.  Has a $effect_chance% chance to burn the target and a separate $effect_chance% chance to make the target flinch.,selected-pokemon,fire
424,shadow-sneak,100,NaN,30,1,40,physical,Inflicts regular damage.,selected-pokemon,ghost
425,mud-bomb,85,30,10,0,65,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's accuracy by one stage.,selected-pokemon,ground
426,psycho-cut,100,NaN,20,0,70,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,selected-pokemon,psychic
427,zen-headbutt,90,20,15,0,80,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,selected-pokemon,psychic
428,mirror-shot,85,30,10,0,65,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's accuracy by one stage.,selected-pokemon,steel
429,flash-cannon,100,10,10,0,80,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by one stage.,selected-pokemon,steel
430,rock-climb,85,20,20,0,90,physical,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,selected-pokemon,normal
431,defog,,NaN,15,0,,status,"Lowers the target's evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target's side of the field.

If the target is protected by mist, it will prevent the evasion change, then be removed by this move.",selected-pokemon,flying
432,trick-room,,NaN,5,-7,,status,"For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.",entire-field,psychic
433,draco-meteor,90,100,5,0,130,special,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",selected-pokemon,dragon
434,discharge,100,30,15,0,80,special,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,all-other-pokemon,electric
435,lava-plume,100,30,15,0,80,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,all-other-pokemon,fire
436,leaf-storm,90,100,5,0,130,special,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",selected-pokemon,grass
437,power-whip,85,NaN,10,0,120,physical,Inflicts regular damage.,selected-pokemon,grass
438,rock-wrecker,90,NaN,5,0,150,physical,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",selected-pokemon,rock
439,cross-poison,100,10,20,0,70,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a $effect_chance% chance to poison the target.,selected-pokemon,poison
440,gunk-shot,80,30,5,0,120,physical,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,selected-pokemon,poison
441,iron-head,100,30,15,0,80,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,selected-pokemon,steel
442,magnet-bomb,,NaN,20,0,60,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,selected-pokemon,steel
443,stone-edge,80,NaN,5,0,100,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,selected-pokemon,rock
444,captivate,100,NaN,20,0,,status,"Lowers the target's Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.",all-opponents,normal
445,stealth-rock,,NaN,20,0,,status,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon's susceptibility to rock moves.

rapid spin removes this effect from its user's side of the field.",opponents-field,rock
446,grass-knot,100,NaN,20,0,,special,"Inflicts regular damage.  Power increases with the target's weight in kilograms, to a maximum of 120.

Target's weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
",selected-pokemon,grass
447,chatter,100,100,20,0,65,special,"Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.

This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.",selected-pokemon,flying
448,judgment,100,NaN,10,0,100,special,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",selected-pokemon,normal
449,bug-bite,100,NaN,20,0,60,physical,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen.",selected-pokemon,bug
450,charge-beam,90,70,10,0,50,special,Inflicts regular damage.  Has a $effect_chance% chance to raise the user's Special Attack by one stage.,selected-pokemon,electric
451,wood-hammer,100,NaN,15,0,120,physical,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,selected-pokemon,grass
452,aqua-jet,100,NaN,20,1,40,physical,Inflicts regular damage.,selected-pokemon,water
453,attack-order,100,NaN,15,0,90,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,selected-pokemon,bug
454,defend-order,,NaN,10,0,,status,Raises the user's Defense and Special Defense by one stage.,user,bug
455,heal-order,,NaN,10,0,,status,Heals the user for half its max HP.,user,bug
456,head-smash,80,NaN,5,0,150,physical,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,selected-pokemon,rock
457,double-hit,90,NaN,10,0,35,physical,Inflicts regular damage.  Hits twice in one turn.,selected-pokemon,normal
458,roar-of-time,90,NaN,5,0,150,special,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",selected-pokemon,dragon
459,spacial-rend,95,NaN,5,0,100,special,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,selected-pokemon,dragon
460,lunar-dance,,NaN,10,0,,status,"User faints.  Its replacement's HP and PP are fully restored, and any major status effect is removed.",user,psychic
461,crush-grip,100,NaN,5,0,,physical,"Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",selected-pokemon,normal
462,magma-storm,75,100,5,0,100,special,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",selected-pokemon,fire
463,dark-void,50,NaN,10,0,,status,Puts the target to sleep.,all-opponents,dark
464,seed-flare,85,40,5,0,120,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Defense by two stages.,selected-pokemon,grass
465,ominous-wind,100,10,5,0,60,special,Inflicts regular damage. Has a $effect_chance% chance to raise all of the user's stats one stage.,selected-pokemon,ghost
466,shadow-force,100,NaN,5,0,120,physical,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.",selected-pokemon,ghost
467,hone-claws,,NaN,15,0,,status,Raises the user's Attack and accuracy by one stage.,user,dark
468,wide-guard,,NaN,10,3,,status,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",users-field,rock
469,guard-split,,NaN,10,0,,status,Averages the user's unmodified Defense with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,selected-pokemon,psychic
470,power-split,,NaN,10,0,,status,"Averages the user's unmodified Attack with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way.

This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day.",selected-pokemon,psychic
471,wonder-room,,NaN,10,0,,status,"For five turns (including this one), every Pokémon's Defense and Special Defense are swapped.",entire-field,psychic
472,psyshock,100,NaN,10,0,80,special,"Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",selected-pokemon,psychic
473,venoshock,100,NaN,10,0,65,special,"Inflicts regular damage.  If the target is poisoned, this move has double power.",selected-pokemon,poison
474,autotomize,,NaN,15,0,,status,Raises the user's Speed by two stages.  Halves the user's weight; this effect does not stack.,user,steel
475,rage-powder,,NaN,20,2,,status,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user's ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",user,bug
476,telekinesis,,NaN,15,0,,status,"For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.

This effect is removed by gravity.  If Gravity is already in effect, this move will fail.",selected-pokemon,psychic
477,magic-room,,NaN,10,0,,status,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.",entire-field,psychic
478,smack-down,100,100,15,0,50,physical,"Inflicts regular damage.  Removes the target's immunity to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target's flying type to be ignored when it takes Ground damage.

If the target isn't immune to Ground damage, this move will fail.

This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.",selected-pokemon,rock
479,storm-throw,100,NaN,10,0,60,physical,Inflicts regular damage.  Always scores a critical hit.,selected-pokemon,fighting
480,flame-burst,100,NaN,15,0,70,special,"Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.",selected-pokemon,fire
481,sludge-wave,100,10,10,0,95,special,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,all-other-pokemon,poison
482,quiver-dance,,NaN,20,0,,status,"Raises the user's Special Attack, Special Defense, and Speed by one stage each.",user,bug
483,heavy-slam,100,NaN,10,0,,physical,"Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
",selected-pokemon,steel
484,synchronoise,100,NaN,10,0,120,special,Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.,all-other-pokemon,psychic
485,electro-ball,100,NaN,10,0,,special,"Inflicts regular damage.  The greater the user's Speed compared to the target's, the higher power this move has, to a maximum of 150.

User's Speed                     | Power
-------------------------------- | ----:
Up to 2× the target's Speed      |    60
Up to 3× the target's Speed      |    80
Up to 4× the target's Speed      |   120
More than 4× the target's Speed  |   150
",selected-pokemon,electric
486,soak,100,NaN,20,0,,status,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.",selected-pokemon,water
487,flame-charge,100,100,20,0,50,physical,Inflicts regular damage.  Raises the user's Speed by one stage.,selected-pokemon,fire
488,coil,,NaN,20,0,,status,"Raises the user's Attack, Defense, and accuracy by one stage each.",user,poison
489,low-sweep,100,100,20,0,65,physical,Lowers the target's Speed by one stage.,selected-pokemon,fighting
490,acid-spray,100,100,20,0,40,special,Inflicts regular damage.  Lowers the target's Special Defense by two stages.,selected-pokemon,poison
491,foul-play,100,NaN,15,0,95,physical,Inflicts regular damage.  Damage is calculated using the target's attacking stat rather than the user's.,selected-pokemon,dark
492,simple-beam,100,NaN,15,0,,status,Changes the target's ability to simple.,selected-pokemon,normal
493,entrainment,100,NaN,15,0,,status,Changes the target's ability to match the user's.  This effect ends when the target leaves battle.,selected-pokemon,normal
494,after-you,,NaN,15,0,,status,"The target will act next this turn, regardless of Speed or move priority.
If the target has already acted this turn, this move will fail.",selected-pokemon,normal
495,round,100,NaN,15,0,60,special,"Inflicts regular damage.  If round has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.",selected-pokemon,normal
496,echoed-voice,100,NaN,15,0,40,special,"Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200.",selected-pokemon,normal
497,chip-away,100,NaN,20,0,70,physical,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",selected-pokemon,normal
498,clear-smog,,NaN,15,0,50,special,Inflicts regular damage.  All of the target's stat modifiers are reset to zero.,selected-pokemon,poison
499,stored-power,100,NaN,10,0,20,special,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.",selected-pokemon,psychic
500,quick-guard,,NaN,15,3,,status,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",users-field,fighting
501,ally-switch,,NaN,15,2,,status,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",user,psychic
502,scald,100,30,15,0,80,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,selected-pokemon,water
503,shell-smash,,NaN,15,0,,status,"Raises the user's Attack, Special Attack, and Speed by two stages each.  Lowers the user's Defense and Special Defense by one stage each.",user,normal
504,heal-pulse,,NaN,10,0,,status,Heals the target for half its max HP.,selected-pokemon,psychic
505,hex,100,NaN,10,0,65,special,"Inflicts regular damage.  If the target has a major status ailment, this move has double power.",selected-pokemon,ghost
506,sky-drop,100,NaN,10,0,60,physical,"Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is flying-type, this move will function as normal but inflict no damage.

gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.

The damage from hail and sandstorm still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.

*Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",selected-pokemon,flying
507,shift-gear,,NaN,10,0,,status,Raises the user's Attack by one stage and its Speed by two stages.,user,steel
508,circle-throw,90,NaN,10,-6,60,physical,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",selected-pokemon,fighting
509,incinerate,100,NaN,15,0,60,special,"Inflicts regular damage.  If the target is holding a berry, it's destroyed and cannot be used in response to this move.",all-opponents,fire
510,quash,100,NaN,15,0,,status,"Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail.",selected-pokemon,dark
511,acrobatics,100,NaN,15,0,55,physical,"Inflicts regular damage.  If the user has no held item, this move has double power.",selected-pokemon,flying
512,reflect-type,,NaN,15,0,,status,User's type changes to match the target's.,selected-pokemon,normal
513,retaliate,100,NaN,5,0,70,physical,"Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.",selected-pokemon,normal
514,final-gambit,100,NaN,5,0,,special,Inflicts damage equal to the user's remaining HP.  User faints.,selected-pokemon,fighting
515,bestow,,NaN,15,0,,status,"Transfers the user's held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",selected-pokemon,normal
516,inferno,50,100,5,0,100,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,selected-pokemon,fire
517,water-pledge,100,NaN,10,0,80,special,"Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).",selected-pokemon,water
518,fire-pledge,100,NaN,10,0,80,special,"Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).",selected-pokemon,fire
519,grass-pledge,100,NaN,10,0,80,special,"Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).",selected-pokemon,grass
520,volt-switch,100,NaN,20,0,70,special,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end.",selected-pokemon,electric
521,struggle-bug,100,100,20,0,50,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Attack by one stage.,all-opponents,bug
522,bulldoze,100,100,20,0,60,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Speed by one stage.,all-other-pokemon,ground
523,frost-breath,90,100,10,0,60,special,Inflicts regular damage.  Always scores a critical hit.,selected-pokemon,ice
524,dragon-tail,90,NaN,10,-6,60,physical,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",selected-pokemon,dragon
525,work-up,,NaN,30,0,,status,Raises the user's Attack and Special Attack by one stage each.,user,normal
526,electroweb,95,100,15,0,55,special,Lowers the target's Speed by one stage.,all-opponents,electric
527,wild-charge,100,NaN,15,0,90,physical,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,selected-pokemon,electric
528,drill-run,95,NaN,10,0,80,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,selected-pokemon,ground
529,dual-chop,90,NaN,15,0,40,physical,Inflicts regular damage.  Hits twice in one turn.,selected-pokemon,dragon
530,heart-stamp,100,30,25,0,60,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,selected-pokemon,psychic
531,horn-leech,100,NaN,10,0,75,physical,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,selected-pokemon,grass
532,sacred-sword,100,NaN,15,0,90,physical,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",selected-pokemon,fighting
533,razor-shell,95,50,10,0,75,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Defense by one stage.,selected-pokemon,water
534,heat-crash,100,NaN,10,0,,physical,"Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
",selected-pokemon,fire
535,leaf-tornado,90,50,10,0,65,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's accuracy by one stage.,selected-pokemon,grass
536,steamroller,100,30,20,0,65,physical,"Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field.",selected-pokemon,bug
537,cotton-guard,,NaN,10,0,,status,Raises the user's Defense by three stages.,user,grass
538,night-daze,95,40,10,0,85,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's accuracy by one stage.,selected-pokemon,dark
539,psystrike,100,NaN,10,0,100,special,"Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",selected-pokemon,psychic
540,tail-slap,85,NaN,10,0,25,physical,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",selected-pokemon,normal
541,hurricane,70,30,10,0,110,special,"Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.

During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",selected-pokemon,flying
542,head-charge,100,NaN,15,0,120,physical,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,selected-pokemon,normal
543,gear-grind,85,NaN,15,0,50,physical,Inflicts regular damage.  Hits twice in one turn.,selected-pokemon,steel
544,searing-shot,100,30,5,0,100,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,all-other-pokemon,fire
545,techno-blast,100,NaN,5,0,120,special,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",selected-pokemon,normal
546,relic-song,100,10,10,0,75,special,"Inflicts regular damage.  Has a $effect_chance% chance to put the target to sleep.
If the user is a meloetta, it will toggle between Aria and Pirouette Forme.",all-opponents,normal
547,secret-sword,100,NaN,10,0,85,special,"Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",selected-pokemon,fighting
548,glaciate,95,100,10,0,65,special,Inflicts regular damage.  Lowers the target's Speed by one stage.,all-opponents,ice
549,bolt-strike,85,20,5,0,130,physical,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,selected-pokemon,electric
550,blue-flare,85,20,5,0,130,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,selected-pokemon,fire
551,fiery-dance,100,50,10,0,80,special,Inflicts regular damage.  Has a $effect_chance% chance to raise the user's Special Attack by one stage.,selected-pokemon,fire
552,freeze-shock,90,30,5,0,140,physical,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.  User charges for one turn before attacking.,selected-pokemon,ice
553,ice-burn,90,30,5,0,140,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.  User charges for one turn before attacking.,selected-pokemon,ice
554,snarl,95,100,15,0,55,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Attack by one stage.,all-opponents,dark
555,icicle-crash,90,30,10,0,85,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,selected-pokemon,ice
556,v-create,95,100,5,0,180,physical,"Inflicts regular damage.  Lowers the user's Defense, Special Defense, and Speed by one stage each.",selected-pokemon,fire
557,fusion-flare,100,NaN,5,0,100,special,"Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn, this move has double power.",selected-pokemon,fire
558,fusion-bolt,100,NaN,5,0,100,physical,"Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn, this move has double power.",selected-pokemon,electric
559,flying-press,95,NaN,10,0,100,physical,"Inflicts regular damage.  For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target's types.

For all other purposes, this move is pure Fighting-type.  If this move's type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.

If the target has used minimize since entering battle, this move has double power and will never miss.",selected-pokemon,fighting
560,mat-block,,NaN,10,0,,status,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,users-field,fighting
561,belch,90,NaN,10,0,120,special,"Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.

After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry, eating a berry via bug bite or pluck, or being the target of a Flung berry will enable this move.  Feeding a Pokémon a berry from the bag or using natural gift will not.

If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move.",selected-pokemon,poison
562,rototiller,,100,10,0,,status,Raises the Attack and Special Attack of all grass Pokémon in battle.,all-pokemon,ground
563,sticky-web,,NaN,20,0,,status,"Shoots a web over the opponents' side of the field, which lowers the Speed of any opposing Pokémon that enters the field by one stage.

Pokémon in the air, such as flying-types and those with levitate, are unaffected.  rapid spin removes Sticky Web from the user's side of the field; defog removes it from both sides.",opponents-field,bug
564,fell-stinger,100,NaN,25,0,50,physical,Inflicts regular damage.  Raises the user's Attack by two stages if it KOs the target.,selected-pokemon,bug
565,phantom-force,100,NaN,10,0,90,physical,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.",selected-pokemon,ghost
566,trick-or-treat,100,NaN,20,0,,status,Adds ghost to the target's types.,selected-pokemon,ghost
567,noble-roar,100,100,30,0,,status,Lowers the target's Attack and Special Attack by one stage.,selected-pokemon,normal
568,ion-deluge,,NaN,25,1,,status,Changes all Pokémon's normal moves to electric moves for the rest of the turn.,entire-field,electric
569,parabolic-charge,100,NaN,20,0,65,special,Heals the user for half the total damage dealt to all targets.,all-other-pokemon,electric
570,forests-curse,100,NaN,20,0,,status,Adds grass to the target's types.,selected-pokemon,grass
571,petal-blizzard,100,NaN,15,0,90,physical,Inflicts regular damage.,all-other-pokemon,grass
572,freeze-dry,100,10,20,0,70,special,"Inflicts regular damage.  This move is super-effective against the water type.

The target's other type will affect damage as usual.  If this move's type is changed, it remains super-effective against Water regardless of its type.",selected-pokemon,ice
573,disarming-voice,,NaN,15,0,40,special,Inflicts regular damage.  Ignores accuracy and evasion.,all-opponents,fairy
574,parting-shot,100,100,20,0,,status,Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.,selected-pokemon,dark
575,topsy-turvy,,NaN,20,0,,status,Inverts the target's stat modifiers.,selected-pokemon,dark
576,draining-kiss,100,NaN,10,0,50,special,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.,selected-pokemon,fairy
577,crafty-shield,,NaN,10,3,,status,"Protects all friendly Pokémon from non-damaging moves for the rest of the turn.

Unlike other blocking moves, this move may be used consecutively without its chance of success falling.",users-field,fairy
578,flower-shield,,100,10,0,,status,Raises the Defense of all grass Pokémon in battle.,all-pokemon,fairy
579,grassy-terrain,,NaN,10,0,,status,"For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power.

Changes nature power to energy ball.",entire-field,grass
580,misty-terrain,,NaN,10,0,,status,"For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5× their power.

Changes nature power to moonblast.",entire-field,fairy
581,electrify,,NaN,20,0,,status,Changes the target's move's type to electric if it hasn't moved yet this turn.,selected-pokemon,electric
